keyboard_id,product_id,style,switch_type,backlit,tenkeyless,connection_type,color
311017,120151,Standard,,No,No,Wired,Silver / Black
311018,120152,Slim,,No,No,Wireless,Black
311019,120153,Gaming,,Multicolor,No,Wired,Black
311020,120154,Standard,,No,No,Wireless,Black
311021,120155,Standard,Cherry MX Blue,No,Yes,Wired,Black
311022,120156,Standard,Cherry MX Blue,No,No,Wired,Black
311023,120157,Gaming,Cherry MX Brown,Red,No,Wired,Black
311024,120158,Slim,,No,No,Wireless,Black
311025,120159,Gaming,Cherry MX Brown,White,No,Wired,Black
311026,120160,Gaming,,No,No,Wired,Black
311027,120161,Standard,Cherry MX Red,No,Yes,Wired,Black
311028,120162,Gaming,Cherry MX Brown,Blue,No,Wired,Black
311029,120163,Standard,Cherry MX Blue,No,No,Wired,Black
311030,120164,Standard,,No,No,Wired,Gray
311031,120165,Standard,Cherry MX Blue,Multicolor,No,Wired,White
311032,120166,Standard,Cherry MX Speed Silver,Multicolor,No,Wired,White
311033,120167,Mini,,No,Yes,Bluetooth Wireless,Black
311034,120168,Gaming,,Green,No,Wired,Black
311035,120169,Mini,,No,Yes,Bluetooth Wireless,Black
311036,120170,Gaming,Cherry MX Black,No,No,Wired,Black / Red
311037,120171,Standard,Cherry MX Blue,No,Yes,Wired,Black
311038,120172,Gaming,Cherry MX Blue,Red,No,Wired,Black
311039,120173,Ergonomic,,No,No,Wired,Black
311040,120174,Gaming,Outemu Blue,Multicolor,No,Wired,Black
311041,120175,Standard,,No,No,Wired,Black
311042,120176,Standard,,No,Yes,Bluetooth Wireless,Multicolor
311043,120177,Gaming,Outemu Blue,Multicolor,No,Wired,Black
311044,120178,Standard,,No,No,Wired,Black
311045,120179,Mini,,No,No,Wired,Black
311046,120180,Gaming,,No,No,Wired,Black
311047,120181,Gaming,Cherry MX Blue,Red,No,Wired,Black
311048,120182,Mini,,No,Yes,Wired,Black
311049,120183,Gaming,Kailh Red,Orange,Yes,Wired,Black
311050,120184,Slim,,No,Yes,Wireless,Black
311051,120185,Standard,Cherry MX Brown,Purple,No,Wired,Black
311052,120186,Standard,Cherry MX Blue,Red,No,Wired,Black
311053,120187,Standard,Cherry MX Red,Orange,No,Wired,Black
311054,120188,Standard,Cherry MX Blue,Blue,Yes,Wired,Black
311055,120189,Standard,Cherry MX Brown,Red,Yes,Wired,Black
311056,120190,Mini,Cherry MX Black,Red,Yes,Wired,White
311057,120191,Standard,Cherry MX Blue,No,No,Wired,Black
311058,120192,Standard,Cherry MX Brown,No,No,Wired,Black
311059,120193,Gaming,Cherry MX Black,No,No,Wired,White
311060,120194,Gaming,Cherry MX Brown,No,No,Wired,Black
311061,120195,Gaming,Cherry MX Black,No,No,Wired,Black
311062,120196,Standard,Cherry MX Brown,Yellow,Yes,Wired,Black
311063,120197,Standard,Cherry MX Red,No,No,Wired,White
311064,120198,Gaming,Cherry MX Blue,Blue,No,Wired,Black
311065,120199,Gaming,Kailh Brown,Blue,No,Wired,Black
311066,120200,Gaming,Cherry MX Brown,Red/Blue,No,Wired,Black
311067,120201,Gaming,Cherry MX Red,Red/Blue,No,Wired,Black
311068,120202,Gaming,Cherry MX Blue,Green,No,Wired,Black
311069,120203,Gaming,,Blue,No,Wired,Black
311070,120204,Gaming,Cherry MX Brown,Orange,No,Wired,Black
311071,120205,Mini,,No,No,Wired,Pink
311072,120206,Gaming,,Multicolor,No,Wired,Black
311073,120207,Standard,Cherry MX Red,White,No,Wired,Black
311074,120208,Slim,,No,No,Wired,Black
311075,120209,Gaming,Cherry MX Brown,Red,No,Wired,Gunmetal
311076,120210,Standard,,No,No,Wired,Black
311077,120211,Ergonomic,,No,Yes,Wireless,Black
311078,120212,Standard,Kailh Blue,Multicolor,No,Wired,Black
311079,120213,Slim,,No,No,Wired,Black
311080,120214,Gaming,,No,No,Wired,Black
311081,120215,Standard,,No,No,Wireless,Black
311082,120216,Gaming,,No,No,Wired,Black
311083,120217,Ergonomic,,No,No,Wireless,Black
311084,120218,Standard,,No,No,Wired,Black
311085,120219,Gaming,,Multicolor,No,Wired,White / Black
311086,120220,Gaming,Kailh Brown,Multicolor,No,Wired,Black
311087,120221,Standard,Cherry MX Black,No,No,Wired,Gray
311088,120222,Gaming,Kailh Red,No,Yes,Wired,Black / Gray
311089,120223,Slim,,No,No,Bluetooth Wireless,Silver / Black
311090,120224,Standard,Kailh Blue,No,No,Wired,Black
311091,120225,Slim,,No,No,Wireless,Black / Silver
311092,120226,Mini,,No,Yes,Wireless,Black
311093,120227,Ergonomic,,No,No,Wired,Black
311094,120228,Ergonomic,,No,No,Wired,Black
311095,120229,Ergonomic,,No,No,Wired,Black
311096,120230,Ergonomic,,No,No,Wired,Black
311097,120231,Standard,,No,No,Wired,Black
311098,120232,Slim,,No,No,Wireless,Black
311099,120233,Ergonomic,,No,No,Wired,Black
311100,120234,Mini,,No,Yes,Bluetooth Wireless,Black
311101,120235,Standard,,Multicolor,No,Wired,Silver / Black
311102,120236,Standard,,Blue,No,Wired,Black
311103,120237,Slim,,No,No,Wired,Black
311104,120238,Standard,,No,No,Wireless,Black
311105,120239,Standard,,No,No,Wired,Black
311106,120240,Ergonomic,,No,No,Wireless,Black
311107,120241,Gaming,Cherry MX Blue,Red,No,Wired,Black
311108,120242,Standard,,No,No,Wired,Black
311109,120243,Standard,,No,No,Wireless,Black
311110,120244,Standard,,No,No,Wired,Black
311111,120245,Ergonomic,,No,No,Wired,Black
311112,120246,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
311113,120247,Standard,,No,No,Wired,Black
311114,120248,Standard,Cherry MX Black,Multicolor,No,Wired,Black
311115,120249,Ergonomic,,No,No,Wired,Black
311116,120250,Standard,,No,No,Wired,Black
311117,120251,Gaming,,Multicolor,No,Wired,Black
311118,120252,Mini,,No,No,Wired,Black
311119,120253,Gaming,,Multicolor,Yes,Wired,Black
311120,120254,Ergonomic,,No,No,Wired,Beige
311121,120255,Gaming,,No,No,Wired,Black
311122,120256,Ergonomic,,No,Yes,Wireless,Black
311123,120257,Standard,,No,No,Wired,Black
311124,120258,Mini,,No,Yes,Wireless,Black
311125,120259,Slim,Cherry ML,No,No,Wired,Gray
311126,120260,Gaming,,No,No,Wired,Black
311127,120261,Mini,,No,No,Wired,White
311128,120262,Mini,,No,No,Wired,Black
311129,120263,Gaming,,Multicolor,No,Wired,Black
311130,120264,Ergonomic,,No,No,Wireless,Black
311131,120265,Standard,,No,No,Wired,Black
311132,120266,Standard,,No,No,Wired,Black
311133,120267,Standard,Cherry MX Blue,No,No,Wired,Black
311134,120268,Slim,,No,Yes,Wireless,Black
311135,120269,Mini,,No,Yes,Wireless,Black
311136,120270,Standard,,No,No,Wired,Black
311137,120271,Mini,,No,No,Wired,Black
311138,120272,Mini,,No,No,Wired,Black
311139,120273,Standard,Cherry MX Black,White,No,Wired,Black
311140,120274,Mini,,No,Yes,Wireless,Black
311141,120275,Gaming,,Multicolor,No,Wired,Black
311142,120276,Slim,,No,No,Wired,Black
311143,120277,Standard,,No,No,Wired,Black
311144,120278,Mini,,No,No,Wired,Black
311145,120279,Standard,Kailh Blue,Blue,Yes,Wired,Black
311146,120280,Standard,Cherry MX Blue,White,Yes,Wired,Black
311147,120281,Standard,,No,No,Wired,Black / Silver
311148,120282,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
311149,120283,Gaming,Cherry MX Blue,No,Yes,Wired,Black
311150,120284,Gaming,Cherry MX Green,No,No,Wired,Black
311151,120285,Gaming,Cherry MX Speed Silver,No,No,Wired,Black
311152,120286,Mini,,No,Yes,Bluetooth Wireless,Black
311153,120287,Standard,,No,No,Wireless,Black
311154,120288,Mini,,No,Yes,Wireless,Black
311155,120289,Gaming,Kailh Blue,Blue,No,Wired,Black
311156,120290,Standard,Cherry MX Brown,No,No,Wired,Black
311157,120291,Standard,Cherry MX Black,No,No,Wired,Black
311158,120292,Standard,,No,No,Wired,Black
311159,120293,Standard,,No,No,Wireless,Black / Gold
311160,120294,Ergonomic,,No,No,Wired,Black
311161,120295,Gaming,,No,No,Wired,Red
311162,120296,Ergonomic,,No,No,Wired,Black
311163,120297,Gaming,Cherry MX Brown,Red,No,Wired,Black
311164,120298,Gaming,Cherry MX Blue,Red,No,Wired,Black
311165,120299,Mini,,No,No,Wireless,Black
311166,120300,Slim,Cherry MX Red,Multicolor,No,Wired,Black
311167,120301,Standard,,No,No,Wired,Black
311168,120302,Standard,,No,No,Wired,Beige
311169,120303,Standard,,No,No,Wired,Black
311170,120304,Slim,Cherry ML,No,No,Wired,Black
311171,120305,Standard,,No,No,Wired,Black
311172,120306,Standard,,No,No,Wired,Black
311173,120307,Standard,,Multicolor,No,Wired,Black
311174,120308,Mini,,No,No,Wired,White
311175,120309,Slim,,No,Yes,Wireless,Black
311176,120310,Standard,,No,No,Wireless,Black
311177,120311,Ergonomic,,No,No,Wired,Black
311178,120312,Mini,,No,Yes,Wired,White
311179,120313,Slim,,No,No,Wired,Black
311180,120314,Gaming,,Blue,No,Wired,Black / Silver
311181,120315,Slim,,No,No,Wired,Black
311182,120316,Gaming,,Red,No,Wired,Black
311183,120317,Gaming,,Multicolor,No,Wired,Black
311184,120318,Gaming,Cherry MX Blue,White,No,Wired,Black
311185,120319,Standard,,No,No,Wired,Black
311186,120320,Mini,,No,No,Wired,Black
311187,120321,Standard,Cherry MX Black,No,No,Wired,Black
311188,120322,Slim,,No,Yes,Wireless,Black
311189,120323,Slim,,No,No,Wired,Black
311190,120324,Gaming,Cherry MX Brown,No,Yes,Wired,Black
311191,120325,Standard,Cherry MX Brown,No,No,Wired,Black
311192,120326,Gaming,Cherry MX Blue,White,No,Wired,Black / Silver
311193,120327,Mini,Cherry MX Brown,Red/Blue,Yes,Wired,Black / Gray
311194,120328,Slim,Cherry MX Red,No,Yes,Wired,Black
311195,120329,Gaming,,Blue,No,Wireless,Black
311196,120330,Gaming,Cherry MX Red,Green,No,Wired,Black
311197,120331,Slim,,No,Yes,Bluetooth Wireless,Black
311198,120332,Mini,,No,Yes,Bluetooth Wireless,Black
311199,120333,Ergonomic,,No,No,Wired,Black
311200,120334,Standard,,No,No,Wired,Black
311201,120335,Mini,,No,Yes,Wireless,Black
311202,120336,Standard,,No,No,Wired,White
311203,120337,Gaming,Cherry MX Red,Red/Blue,No,Wired,Black / Silver
311204,120338,Slim,,No,No,Wired,White
311205,120339,Mini,,No,Yes,Bluetooth Wireless,Blue
311206,120340,Gaming,Cherry MX Blue,Red,No,Wired,Black
311207,120341,Gaming,Cherry MX Brown,Red,Yes,Wired,Black
311208,120342,Ergonomic,,No,No,Wireless,Black / Silver
311209,120343,Gaming,,No,No,Wired,Black
311210,120344,Gaming,,No,No,Wired,Black / Silver
311211,120345,Standard,Outemu Brown,No,No,Wireless,Black
311212,120346,Standard,,No,No,Wired,Beige
311213,120347,Slim,,No,No,Wired,Black
311214,120348,Gaming,Cherry MX Brown,No,No,Wired,Gray / Black
311215,120349,Gaming,Cherry MX Blue,No,No,Wired,Gray / Black
311216,120350,Mini,,No,Yes,Bluetooth Wireless,Black
311217,120351,Mini,Cherry MX Blue,Red/Blue,Yes,Wired,Black
311218,120352,Standard,Cherry MX Red,Multicolor,Yes,Wired,White
311219,120353,Standard,Cherry MX Green,Multicolor,Yes,Wired,White
311220,120354,Standard,Cherry MX Brown,Multicolor,No,Wired,White
311221,120355,Standard,,No,No,Wireless,Black
311222,120356,Slim,,No,No,Wireless,White / Pink
311223,120357,Mini,,No,Yes,Wireless,Black
311224,120358,Standard,,No,No,Wired,Black
311225,120359,Standard,,No,No,Wired,Black
311226,120360,Standard,Cherry MX Blue,No,No,Wired,Black
311227,120361,Standard,,No,No,Wired,Black
311228,120362,Standard,,No,No,Wireless,White
311229,120363,Mini,,No,Yes,Wired,Black
311230,120364,Standard,,No,No,Wired,Black
311231,120365,Slim,Cherry MX Blue,No,No,Wired,Black
311232,120366,Ergonomic,,No,No,Wired,Black
311233,120367,Standard,Cherry MX Brown,No,Yes,Wired,Black
311234,120368,Gaming,Cherry MX Black,No,No,Wired,Black / Blue
311235,120369,Gaming,Cherry MX Black,White,No,Wired,Black
311236,120370,Mini,,No,Yes,Bluetooth Wireless,White
311237,120371,Standard,Cherry MX White,Multicolor,Yes,Wired,Black
311238,120372,Ergonomic,,No,No,Wireless,Black
311239,120373,Gaming,Cherry MX Red,Red,No,Wired,Black
311240,120374,Gaming,Cherry MX Black,No,Yes,Wired,Gray / Black
311241,120375,Slim,,No,Yes,Bluetooth Wireless,Black
311242,120376,Standard,,No,No,Wired,Gray / Black
311243,120377,Standard,Huano Blue,No,Yes,Wired,Black
311244,120378,Standard,ALPS White,No,No,Wired,Black / Silver
311245,120379,Gaming,Cherry MX Blue,Red,No,Wired,Black
311246,120380,Standard,,No,No,Wireless,Black
311247,120381,Standard,,No,No,Wireless,Black
311248,120382,Mini,,No,Yes,Bluetooth Wireless,Silver / Black
311249,120383,Gaming,Outemu Blue,Multicolor,No,Wired,White
311250,120384,Standard,Kailh Brown,White,Yes,Wired,Black / White
311251,120385,Gaming,Cherry MX Black,Red,No,Wired,Black
311252,120386,Ergonomic,,No,No,Wired,Black
311253,120387,Standard,,No,No,Wired,White
311254,120388,Standard,,No,No,Wireless,Black / Gray
311255,120389,Gaming,,No,No,Wired,Black
311256,120390,Standard,,No,No,Wired,Black
311257,120391,Gaming,,Blue,No,Wired,Black
311258,120392,Standard,,No,No,Wired,Black
311259,120393,Standard,Cherry MX Brown,No,No,Wired,White / Black
311260,120394,Gaming,,Multicolor,No,Wired,Black
311261,120395,Standard,,No,No,Wired,Black
311262,120396,Mini,,No,No,Wired,Black
311263,120397,Standard,,No,No,Wired,Black
311264,120398,Slim,Cherry MX Green,No,No,Wired,Black
311265,120399,Mini,,No,Yes,Bluetooth Wireless,Black
311266,120400,Standard,,No,No,Wireless,Black
311267,120401,Gaming,Cherry MX Blue,Green,No,Wired,Black
311268,120402,Standard,Cherry MX Brown,Green,No,Wired,Black
311269,120403,Standard,Cherry MX Red,Blue,Yes,Wired,Black
311270,120404,Standard,Cherry MX Blue,Red,Yes,Wired,Black
311271,120405,Standard,Cherry MX Blue,Green,Yes,Wired,Black
311272,120406,Standard,Cherry MX Brown,White,Yes,Wired,Black
311273,120407,Standard,Cherry MX Brown,Orange,Yes,Wired,Black
311274,120408,Slim,,No,Yes,Bluetooth Wireless,Black
311275,120409,Standard,Cherry MX Blue,No,No,Wired,Black
311276,120410,Mini,Cherry MX Black,White,Yes,Wired,Black
311277,120411,Mini,Cherry MX Brown,Red,Yes,Wired,Black
311278,120412,Mini,Cherry MX White,No,No,Wired,Black
311279,120413,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
311280,120414,Mini,ALPS White,No,Yes,Wired,Black / Silver
311281,120415,Standard,Cherry MX Brown,Orange,No,Wired,Black
311282,120416,Slim,,No,No,Wireless,Black
311283,120417,Gaming,Cherry MX Black,Blue,No,Wired,Black
311284,120418,Gaming,Cherry MX Blue,No,No,Wired,Black / White
311285,120419,Standard,,No,No,Wired,Black
311286,120420,Mini,Cherry MX Blue,White,Yes,Wired,Pink
311287,120421,Gaming,Cherry MX Red,Yellow,No,Wired,Black
311288,120422,Standard,ALPS Black,No,Yes,Wired,Black
311289,120423,Slim,Cherry MX Brown,Green,Yes,Wired,Black
311290,120424,Gaming,Cherry MX Brown,Blue,No,Wired,Black
311291,120425,Gaming,Cherry MX Blue,No,No,Wired,White
311292,120426,Gaming,Cherry MX Blue,White,No,Wired,Black
311293,120427,Gaming,Cherry MX Brown,Blue,No,Wired,Black
311294,120428,Standard,Cherry MX Black,No,Yes,Wired,White
311295,120429,Standard,Cherry MX Red,No,No,Wired,Beige
311296,120430,Standard,Topre 45g Silent,No,Yes,Wired,White
311297,120431,Standard,Topre 45g Silent,No,Yes,Wired,White
311298,120432,Standard,Cherry MX Red,No,Yes,Wired,Black
311299,120433,Standard,Cherry MX Red,No,No,Wired,Black
311300,120434,Standard,,No,No,Wired,Black
311301,120435,Ergonomic,,No,No,Wireless,Black
311302,120436,Mini,Cherry MX Red,Multicolor,Yes,Wired,Black
311303,120437,Mini,Cherry MX Blue,Multicolor,Yes,Wired,Black
311304,120438,Gaming,,Multicolor,No,Wired,Blue
311305,120439,Gaming,Cherry MX Green,Red/Blue,No,Wired,Black
311306,120440,Ergonomic,,No,No,Wireless,Black
311307,120441,Standard,Cherry MX Blue,White,Yes,Wired,Black
311308,120442,Standard,Cherry MX Red,Green,No,Wired,Black
311309,120443,Mini,,No,No,Wireless,White
311310,120444,Gaming,Cherry MX Blue,No,No,Wired,Black
311311,120445,Slim,,No,No,Wireless,Blue / White
311312,120446,Gaming,Cherry MX Blue,Red,No,Wired,Black
311313,120447,Slim,,No,No,Wireless,White / Blue
311314,120448,Gaming,Kailh Brown,No,Yes,Wired,Black
311315,120449,Slim,,No,No,Wired,Black
311316,120450,Mini,,No,No,Wired,Black
311317,120451,Standard,,No,No,Wireless,Black
311318,120452,Ergonomic,,No,No,Wired,Black
311319,120453,Gaming,Kailh Blue,Multicolor,Yes,Wired,Black
311320,120454,Standard,Cherry MX Red,White,No,Wired,Black / White
311321,120455,Gaming,Cherry MX Blue,Red,No,Wired,Black
311322,120456,Standard,,No,No,Wireless,Black
311323,120457,Gaming,,Red,No,Wired,Black
311324,120458,Standard,Cherry MX Blue,No,Yes,Wired,Black
311325,120459,Standard,Cherry MX Red,No,Yes,Wired,Black
311326,120460,Gaming,Cherry MX Red,Red,No,Wired,Black
311327,120461,Slim,,No,No,Wireless,White
311328,120462,Gaming,Cherry MX Blue,Blue,No,Wired,Black / Blue
311329,120463,Standard,,No,No,Wireless,Black
311330,120464,Standard,Cherry MX Brown,White,No,Wired,Black
311331,120465,Standard,Cherry MX Brown,Red,No,Wired,Black
311332,120466,Standard,Cherry MX Brown,No,No,Wired,Black
311333,120467,Mini,,White,Yes,Bluetooth Wireless,Black / Silver
311334,120468,Standard,,No,No,Wireless,Black
311335,120469,Standard,,Blue,No,Wired,Black
311336,120470,Ergonomic,,No,No,Wireless,Black
311337,120471,Gaming,,No,No,Wired,Yellow
311338,120472,Ergonomic,,No,No,Wireless,Black
311339,120473,Standard,,No,No,Wireless,Black / White
311340,120474,Mini,,No,No,Wired,Black
311341,120475,Standard,,No,No,Wired,Silver / Black
311342,120476,Standard,,No,No,Wired,White
311343,120477,Standard,,No,No,Wired,Blue / White
311344,120478,Standard,,No,No,Wired,Orange / White
311345,120479,Standard,,No,No,Wired,Black
311346,120480,Standard,,No,No,Wired,Silver / Black
311347,120481,Standard,,No,No,Wireless,Black
311348,120482,Gaming,,Multicolor,No,Wired,Black / Silver
311349,120483,Gaming,Cherry MX Red,Blue,No,Wired,Black
311350,120484,Standard,,No,No,Wireless,Black
311351,120485,Gaming,,Blue,No,Wired,Black
311352,120486,Gaming,,No,No,Wired,Black
311353,120487,Mini,,No,No,Wired,Black
311354,120488,Mini,,No,No,Wired,Black
311355,120489,Standard,,No,No,Wired,Black
311356,120490,Slim,,No,No,Wireless,Black
311357,120491,Slim,,No,Yes,Wireless,Black
311358,120492,Standard,,No,No,Wired,Black
311359,120493,Mini,,No,No,Wired,Black
311360,120494,Mini,,No,Yes,Wireless,Black
311361,120495,Gaming,Kailh Brown,White,No,Wired,Black / Blue
311362,120496,Standard,,No,No,Wired,Black
311363,120497,Slim,Cherry ML,No,No,Wired,Gray
311364,120498,Mini,,No,Yes,Wired,Black
311365,120499,Mini,,No,No,Wired,Black
311366,120500,Slim,,No,No,Wired,Black
311367,120501,Ergonomic,,No,No,Wired,Black
311368,120502,Standard,,No,No,Wired,Gray / Black
311369,120503,Slim,,No,No,Wired,Black
311370,120504,Ergonomic,,No,No,Wireless,Black
311371,120505,Gaming,Kailh Brown,Multicolor,Yes,Wired,Black
311372,120506,Mini,,No,No,Wired,Black
311373,120507,Slim,,No,No,Wired,Black
311374,120508,Ergonomic,,No,No,Wired,Black
311375,120509,Standard,,No,No,Wired,Black
311376,120510,Ergonomic,,No,No,Wireless,Black
311377,120511,Mini,,No,No,Wired,Black
311378,120512,Standard,,No,No,Wireless,Black
311379,120513,Standard,,No,No,Wired,Black
311380,120514,Mini,,No,Yes,Wired,White
311381,120515,Mini,,No,Yes,Wired,Black
311382,120516,Mini,,No,No,Wired,Black
311383,120517,Standard,,No,No,Wired,Gray
311384,120518,Slim,Cherry ML,No,No,Wired,Black
311385,120519,Ergonomic,,No,Yes,Wireless,Black
311386,120520,Slim,,No,Yes,Wired,Black
311387,120521,Slim,,No,No,Wireless,Black
311388,120522,Gaming,,No,No,Wired,White / Blue
311389,120523,Mini,,No,Yes,Bluetooth Wireless,Silver / White
311390,120524,Standard,,No,No,Wired,Black
311391,120525,Gaming,,No,No,Wired,Red / White
311392,120526,Ergonomic,,No,Yes,Wireless,Black
311393,120527,Standard,,No,No,Wired,Black
311394,120528,Standard,,No,No,Wired,Gray
311395,120529,Standard,,No,No,Wired,Black
311396,120530,Standard,,No,No,Wired,Black
311397,120531,Mini,Cherry MX Black,No,No,Wired,Gray
311398,120532,Mini,,No,Yes,Wired,Black
311399,120533,Slim,,No,Yes,Wireless,Black / Silver
311400,120534,Mini,,No,Yes,Wired,Black
311401,120535,Mini,,No,Yes,Wired,Black / Silver
311402,120536,Mini,,No,Yes,Wired,Black
311403,120537,Standard,,No,No,Wireless,Black
311404,120538,Slim,Cherry ML,No,No,Wired,Gray
311405,120539,Slim,,No,No,Wired,Black
311406,120540,Standard,,No,No,Wired,Gray
311407,120541,Mini,,No,No,Wired,White
311408,120542,Gaming,Cherry MX Brown,Red,No,Wired,Black
311409,120543,Standard,,No,No,Wired,Black
311410,120544,Standard,Kailh Blue,Blue,No,Wired,Black
311411,120545,Mini,,No,No,Wired,Black
311412,120546,Gaming,,Multicolor,No,Wired,Black
311413,120547,Mini,,No,No,Wired,Gray / Black
311414,120548,Mini,,No,Yes,Wired,White
311415,120549,Ergonomic,,No,Yes,Wireless,Black
311416,120550,Ergonomic,,No,No,Wireless,Black
311417,120551,Slim,,No,No,Wired,Silver
311418,120552,Mini,,No,Yes,Bluetooth Wireless,Black
311419,120553,Mini,,No,No,Bluetooth Wireless,Black
311420,120554,Standard,,No,No,Wired,Black
311421,120555,Slim,,No,No,Wired,Black
311422,120556,Slim,,No,No,Wired,Black
311423,120557,Mini,Kailh Red,No,Yes,Wired,Black
311424,120558,Mini,,No,Yes,Wireless,Black / Red
311425,120559,Standard,,No,No,Wired,Gray
311426,120560,Standard,,No,Yes,Wired,Black / Yellow
311427,120561,Mini,,No,Yes,Wireless,Black
311428,120562,Slim,,No,Yes,Wireless,Black
311429,120563,Standard,,No,No,Wired,Black
311430,120564,Mini,,No,No,Wired,Black
311431,120565,Slim,,No,Yes,Wired,Black
311432,120566,Slim,,No,Yes,Wireless,Black
311433,120567,Slim,,No,No,Wireless,Black
311434,120568,Ergonomic,,No,No,Wireless,White / Black
311435,120569,Standard,Cherry MX Brown,White,No,Wired,Black
311436,120570,Mini,,No,No,Wired,Black
311437,120571,Gaming,Cherry MX Blue,Blue,Yes,Wired,Black
311438,120572,Gaming,,No,No,Wired,Black / White
311439,120573,Slim,,No,No,Wireless,Black
311440,120574,Standard,,No,No,Wired,Black
311441,120575,Mini,,No,No,Wired,Black
311442,120576,Standard,,No,No,Wired,Black
311443,120577,Slim,,No,No,Wired,Black / Silver
311444,120578,Standard,,No,No,Wireless,Black / Gray
311445,120579,Slim,,No,No,Wireless,Black
311446,120580,Gaming,Cherry MX Green,No,Yes,Wired,Black
311447,120581,Gaming,Cherry MX Speed Silver,No,Yes,Wired,Black
311448,120582,Gaming,Cherry MX Red,No,No,Wired,Black
311449,120583,Ergonomic,,No,No,Wired,Black
311450,120584,Slim,,No,No,Wireless,Silver / Black
311451,120585,Mini,,No,Yes,Bluetooth Wireless,White / Silver
311452,120586,Mini,,No,Yes,Wireless,Black
311453,120587,Standard,Cherry MX Red,No,No,Wired,Black
311454,120588,Standard,Cherry MX Black,No,No,Wired,Black
311455,120589,Standard,,No,No,Wired,Black
311456,120590,Gaming,Kailh Brown,Multicolor,No,Wired,Black
311457,120591,Slim,,Blue,No,Wired,Black
311458,120592,Ergonomic,,No,No,Wired,White
311459,120593,Mini,,No,No,Wired,Black
311460,120594,Mini,,No,No,Wired,Black
311461,120595,Mini,,No,Yes,Wireless,Black
311462,120596,Standard,,No,No,Wireless,Black
311463,120597,Mini,,No,No,Wireless,Black
311464,120598,Standard,,No,No,Wired,Black
311465,120599,Gaming,Cherry MX Blue,Blue,No,Wired,Black
311466,120600,Mini,,No,No,Wireless,Black
311467,120601,Slim,,No,No,Wired,Black
311468,120602,Standard,,No,No,Wired,Black
311469,120603,Standard,,No,No,Wired,Black
311470,120604,Slim,,No,Yes,Wireless,Black
311471,120605,Mini,,No,Yes,Wired,Silver / Black
311472,120606,Standard,,No,No,Wired,Black / Gray
311473,120607,Standard,,No,No,Wired,Black
311474,120608,Standard,,No,No,Wired,Black
311475,120609,Slim,,No,No,Wireless,Black
311476,120610,Standard,,No,No,Wireless,Black
311477,120611,Standard,,No,No,Wired,Black
311478,120612,Standard,,No,No,Wired,Black
311479,120613,Standard,,No,No,Wired,Black
311480,120614,Standard,,No,No,Wired,Black
311481,120615,Standard,,No,No,Wireless,Black
311482,120616,Slim,,No,No,Wired,Black
311483,120617,Mini,,No,Yes,Bluetooth Wireless,Black
311484,120618,Standard,,No,No,Wired,Black
311485,120619,Mini,,No,No,Wireless,Black
311486,120620,Standard,Cherry MX Blue,No,No,Wired,Black
311487,120621,Slim,,No,No,Wired,Black
311488,120622,Gaming,,Green,No,Wired,Black
311489,120623,Gaming,,Blue,No,Wired,Black
311490,120624,Gaming,,Red,No,Wired,Black
311491,120625,Gaming,,No,No,Wired,Black
311492,120626,Gaming,,Multicolor,No,Wired,Black / Gray
311493,120627,Gaming,,Multicolor,No,Wired,Black
311494,120628,Gaming,Cherry MX Brown,Blue,No,Wired,Black
311495,120629,Standard,,No,No,Wired,Black
311496,120630,Standard,,No,No,Wireless,Black
311497,120631,Standard,,No,No,Wired,Black
311498,120632,Standard,,No,No,Wireless,Black
311499,120633,Mini,,No,No,Wired,Black
311500,120634,Slim,,No,No,Wired,Silver / Black
311501,120635,Gaming,,No,No,Wired,Black / Blue
311502,120636,Slim,ALPS Clicky Simplified White,No,No,Wired,Black
311503,120637,Mini,,No,No,Wired,Black
311504,120638,Slim,,No,Yes,Wireless,Black
311505,120639,Slim,Cherry MX Brown,Multicolor,No,Wired,Black
311506,120640,Slim,Cherry MX Black,Multicolor,No,Wired,Black
311507,120641,Slim,,No,No,Wireless,White
311508,120642,Ergonomic,,No,Yes,Wireless,Black
311509,120643,Slim,,No,No,Wireless,Black
311510,120644,Standard,,No,No,Wired,Black
311511,120645,Ergonomic,,No,No,Wired,Black
311512,120646,Standard,Cherry MX Blue,No,No,Wired,Black
311513,120647,Standard,Cherry MX Brown,No,No,Wired,Black
311514,120648,Standard,,No,No,Wired,Black
311515,120649,Standard,Cherry MX Brown,No,No,Wired,Black
311516,120650,Mini,,No,No,Bluetooth Wireless,Black
311517,120651,Ergonomic,,No,Yes,Wireless,Black
311518,120652,Mini,,No,No,Wired,Silver
311519,120653,Standard,,No,No,Wired,Black
311520,120654,Standard,,No,No,Wired,Black
311521,120655,Standard,,No,No,Wired,Beige
311522,120656,Standard,,No,No,Wired,Black
311523,120657,Standard,,No,No,Wired,Black
311524,120658,Standard,,No,No,Wired,Black
311525,120659,Standard,,No,No,Wireless,Pink / White
311526,120660,Standard,,No,No,Wired,Beige
311527,120661,Standard,,No,No,Wired,Black
311528,120662,Standard,,No,No,Wired,Beige
311529,120663,Standard,,No,No,Wired,Beige
311530,120664,Standard,,No,No,Wired,Black
